id,actorName
225,Kelly Rian Sanson
226,Abbie Knight
227,Daniel Godfrey
228,Lucas Paternott
229,Shameik Moore
230,Hailee Steinfeld
231,Jake Johnson
232,Oscar Isaac
233,Daniel Kaluuya
234,Brian Tyree Henry
235,Luna Lauren Velez
236,Robbie Amell
237,Jordana Brewster
238,Simu Liu
239,Sam Worthington
240,Alicia Sanz
241,Mayko Nguyen
242,Masa Lizdek
243,Christine L. Nguyen
244,Emmanuel Kabongo
245,Halle Bailey
246,Jonah Hauer-King
247,Daveed Diggs
248,Awkwafina
249,Jacob Tremblay
250,Noma Dumezweni
251,Javier Bardem
252,Melissa McCarthy
253,Art Malik
254,Rui Constantino
255,Miguel D. Dias
256,Alexander Sunflower
257,Yoshida Imatae
258,Nicholas Hoult
259,Nicolas Cage
260,Ben Schwartz
261,Adrian Martinez
262,Jenna Kanell
263,Shohreh Aghdashloo
264,Bess Rous
265,James Moses Black
266,Gerard Butler
267,Ali Fazal
268,Navid Negahban
269,Nina Toussaint-White
270,Tom Rhys Harries
271,Olivia-Mai Barrett
272,Bahador Foladi
273,Vassilis Koukalani
274,Hakeem Jomah
275,Vin Diesel
276,Michelle Rodriguez
277,Tyrese Gibson
278,Ludacris
279,Jason Momoa
280,Nathalie Emmanuel
281,Christopher Abbott
282,Margaret Qualley
283,Francisco Castaneda
284,Katie Young
285,Dominick Defilips
286,Rene Calvo
287,Danita Battle
288,Christian Casatelli
289,Alice Braga
290,William Fichtner
291,J. D. Pardo
292,Jeff Fahey
293,Hala Finley
294,Dayo Okeniyi
295,Jackie Earle Haley
296,Jean Dujardin
297,Anaïs Demoustier
298,Sandrine Kiberlain
299,Jérémie Renier
300,Lyna Khoudri
301,Cédric Kahn
302,Sofian Khammes
303,Sami Outalbali
304,Stéphane Bak
305,Alexander Skarsgård
306,Mia Goth
307,Cleopatra Coleman
308,Jalil Lespert
309,Amanda Brugel
310,John Ralston
311,Jeff Ricketts
312,Caroline Boulton
313,Valentina Di Pace
314,Dominik Fellmann
315,Danny Exnar
316,Gregory Hari
317,Ale Lindman
318,Jessica Huber
319,Kathrin Schweizer
320,Katerina Stoykova-Klemer
321,Lia von Blarer
322,Urvashi
323,Balu Varghese
324,Guru Somasundaram
325,Kalaiyarasan
326,Sujith Sankar
327,Manikanda Rajan
328,Bhanupriya
329,Abhija Sivakala
330,Mridula Madhav
331,Chris Pratt
332,Zoe Saldaña
333,Dave Bautista
334,Karen Gillan
335,Bradley Cooper
336,Sean Gunn
337,Chukwudi Iwuji
338,Mackenyu
339,Famke Janssen
340,Madison Iseman
341,Diego Tinoco
342,Mark Dacascos
343,Nick Stahl
344,Sean Bean
345,Godfrey Gao
346,Caitlin M Hutson
347,Alexander Molony
348,Ever Anderson
349,Jude Law
350,Yara Shahidi
351,Alyssa Wapanatâhk
352,Jim Gaffigan
353,Molly Parker
354,Jacobi Jupe
355,Joshua Blue Pickering
356,Wang Yibo
357,Yu
358,Zhang
359,Zhou Dongyu
360,Xu Kaicheng
361,Bu Yu
362,Yosh Yu
363,Fang
364,Josh Lucas
365,Fernanda Urrejola
366,Julio Cedillo
367,Venus Ariel
368,Carlos Solórzano
369,Jorge A. Jimenez
370,Raúl Méndez
371,Héctor Jiménez
372,Edgar Flores
373,Lily Tomlin
374,Jane Fonda
375,Rita Moreno
376,Sally Field
377,Tom Brady
378,Billy Porter
379,Harry Hamlin
380,Guy Fieri
381,Alex Moffat
382,Jake Gyllenhaal
383,Dar Salim
384,Antony Starr
385,Alexander Ludwig
386,Emily Beecham
387,Jason Wong
388,Bobby Schofield
389,Sean Sagar
390,Reza Diako
391,Kelvin Harrison Jr.
392,Samara Weaving
393,Lucy Boynton
394,Alex Fitzalan
395,Minnie Driver
396,Sian Clifford
397,Marton Csokas
398,Alec Newman
399,Ronkẹ Adékoluẹjo
400,Shailene Woodley
401,Ben Mendelsohn
402,Jovan Adepo
403,Ralph Ineson
404,Rosemary Dunsmore
405,Jason Cavalier
406,Mark Camacho
407,Darcy Laurie
408,Karine Dion
409,Lily Sullivan
410,Alyssa Sutherland
411,Morgan Davies
412,Nell Fisher
413,Gabrielle Echols
414,Mia Challis
415,Jayden Daniels
416,Tai Wano
417,Billy Reynolds-McCarthy
418,Liam Neeson
419,Diane Kruger
420,Jessica Lange
421,Danny Huston
422,Alan Cumming
423,Ian Hart
424,Adewale Akinnuoye-Agbaje
425,Daniela Melchior
426,Patrick Muldoon
427,Joaquin Phoenix
428,Patti LuPone
429,Amy Ryan
430,Nathan Lane
431,Kylie Rogers
432,Denis Ménochet
433,Parker Posey
434,Zoe Lister-Jones
435,Armen Nahapetian
436,Ana de Armas
437,Chris Evans
438,Mike Moh
439,Amy Sedaris
440,Tim Blake Nelson
441,Tate Donovan
442,Lizze Broadway
443,Marwan Kenzari
444,Joel Courtney
445,Kelsey Grammer
446,Jonathan Roumie
447,Kimberly Williams-Paisley
448,Anna Grace Barlow
449,Julia Campbell
450,Alexia Ioannides
451,Matthew Montemaro
452,DeVon Franklin
453,Walter Jones
454,David Yost
455,Steve Cardenas
456,Johnny Yong Bosch
457,Karan Ashley
458,Catherine Sutherland
459,Charlie Kersh
460,Richard Steven Horvitz
461,Barbara Goodson
462,Minami Takayama
463,Wakana Yamazaki
464,Rikiya Koyama
465,Megumi Hayashibara
466,Shuichi Ikeda
467,Kazuhiko Inoue
468,Kenichi Ogata
469,Atsuko Yuya
470,Yukimasa Kishino
471,Alexander Dreymon
472,Mark Rowley
473,Arnas Fedaravicius
474,Harry Gilby
475,Rod Hallett
476,Ross Anderson
477,Tom Christian
478,Nicholas Wittman
479,Zak Sutcliffe
480,Everett Osborne
481,Cary Elwes
482,Jeremy Piven
483,Eric Roberts
484,Jim Caviezel
485,Richard Dreyfuss
486,Kevin Pollak
487,Mike Starr
488,Jim Meskimen
489,Sean Patrick Flanery
490,Jordan Belfi
491,Stelio Savante
492,Tom Ohmer
493,Cameron Arnett
494,Eric Hanson
495,Nanoka Hara
496,Hokuto Matsumura
497,Eri Fukatsu
498,Shota Sometani
499,Sairi Ito
500,Kotone Hanase
501,Kana Hanazawa
502,Matsumoto Hakuō II
503,Ryunosuke Kamiki
504,Phillipa Soo
505,Luke Bracey
506,Michaela Conlin
507,Tom Everett Scott
508,Monica Bellucci
509,Rob Huebel
510,Alfonso Perugini
511,Yonv Joseph
512,Giulio Maria Corso
513,Dylan Sprouse
514,Virginia Gardner
515,Austin North
516,Libe Barer
517,Rob Estes
518,Brian Austin Green
519,Autumn Reeser
520,Samuel Larsen
521,Manal El-Feitury
522,Franck Dubosc
523,Aure Atika
524,Alexis Michalik
525,Héléna Noguerra
526,Violette Guillon
527,Evan Paturel
528,Ilan Debrabant
529,Swan Joulin
530,Annelise Hesme
531,Little Richard
532,John Waters
533,Mick Jagger
534,Tom Jones
535,Paul McCartney
536,Greg Kriek
537,Sean Kanan
538,Daniel Roebuck
539,Louise Barnes
540,Jamie Bernadette
541,Jon Provost
542,Allie Ayers
543,Jennifer Willis
544,B.A. Tobin
545,Tatyana Ali
546,Kudakwashe Rutendo
547,Nadine Roden
548,Mikalah Reid-Beckette
549,Amanda Schull
550,Carlo Marks
551,Morgana Wyllie
552,Kathryn Dobbs
553,Lindsay Gibson
554,Micah Kelpin
555,William MacDonald
556,Nathan Parrott
557,Eileen Pedde
558,Miray Daner
559,Burak Dakak
560,Umut Kurt
561,Danilo de Alencar Trindade
562,Louis Koo
563,Neo Yau
564,Angela Yuen
565,Poon Chan-Leung
566,Bowie Lam
567,Heather Muriel Nguyen
568,Ben Ubiñas
569,Xan Churchwell
570,Natalia Caraballo
571,Jerry Ng
572,Tris Arthur
573,Frankie McNair
574,Mish Wittrup
575,Hunter King
576,Chandler Massey
577,Francesca Bianchi
578,Tiffany Grey
579,Jiad Arroyo
580,Rob Guinto
581,Kazuchika Okada
582,Seiya Sanada
583,Hiromu Takahashi
584,Robbie Eagles
585,Hirooki Goto
586,Nobuo Yoshihashi
587,Kyle Fletcher
588,Davis Passfield
589,Lucas Eatwell
590,Kunchacko Boban
591,Jayasurya
592,Nivetha Thomas
593,Sidhartha Siva
594,Prem Prakash
595,Senthil Krishna Rajamani
596,Rajesh Sharma
597,Prayaga Martin
598,Arya Babu
599,Stephanie Mills
600,Thomas Miles
601,Keeya King
602,Jesse Rodriguez
603,Cristian Gonzalez
604,Murodjon Akhmadaliev
605,Marlon Tapales
606,Raymond Ford
607,Jessie Magdaleno
608,Thomas Mattice
609,Ramiro Cesena
610,Israil Madrimov
611,Eli Jackson
612,Anthony Carbone
613,Thomas Tyrell
614,Josiah Todd
615,Jessica Lowden
616,Caleb Pieri
617,Sancia Turner
618,Paul Griffiths
619,Jed Maegraith
620,Kouhei Takeda
621,佐藤恋和
622,RK Bagatsing
623,Meg Imperial
624,Aljur Abrenica
625,Rico Barrera
626,Gelli De Belen
627,Josh de Guzman
628,Christopher de Leon
629,Lotlot De Leon
630,Jenine Desiderio
631,Carlo Aquino
632,Eisel Serrano
633,Ana Abad-Santos
634,Arlene Muhlach
635,Juan Miguel Severo
636,Meanne Espinosa
637,Patrick Quiroz
638,Yoo Min-gon
639,Bela Padilla
640,Lorna Tolentino
641,Boboy Garovillo
642,Tex Ordoñez-De Leon
643,Raul Montesa
644,Hasna Cabral
645,Lee Suya
646,Sandra Jung
647,Romnick Sarmenta
648,Elijah Canlas
649,Joonee Gamboa
650,Enchong Dee
651,Xilhouete
652,Keempee de Leon
653,Awra Briguela
654,Maris Racal
655,KaladKaren
656,Gladys Reyes
657,Eugene Domingo
658,Nico Antonio
659,NA
660,Alex Gonzaga
661,Angeline Quinto
662,Victor Silayan
663,Julian Roxas
664,Ruby Ruiz
665,Leo Bruno
666,Papa Jackson
667,Gerald Anderson
668,Kylie Padilla
669,Makharbek Karginov
670,Josiel Silva
671,Demián Bichir
672,Evan Whitten
673,Christian Slater
674,Ashley Ciarra
675,Nickolas Verdugo
676,Adriana Paz
677,Gerardo Taracena
678,Seeman
679,Pugazh Mahendran
680,Palamedu Parthipan
681,Subapriya
682,C.H. Jayarao
683,Kalai Sekaran
684,G.A. Sivasundar
685,Chloe Bailey
686,Anjelika Washington
687,Druski
688,Birgundi Baker
689,Jekalyn Carr
690,Quavo
691,Tristan Mack Wilds
692,Loren Lott
693,Kiara Iman Heffner
694,Demi Banwo
695,Adesua Etomi-Wellington
696,Tobi Bakre
697,Adebowale Adedayo
698,Alabi Pasuma
699,Olarotimi Fakunle
700,Liu Haocun
701,Kevin Guo
702,Xiao Shenyang
703,Riku Hagiwara
704,Yusei Yagi
705,Owen Wilson
706,Michaela Watkins
707,Ciara Renée
708,Lusia Strus
709,Stephen Root
710,Lucy Freyer
711,Denny Dillon
712,Evander Duck Jr.
713,Neslihan Atagül
714,Necip Memili
715,Serkan Çayoğlu
716,Meral Çetinkaya
717,Beril Pozam
718,Efe Tunçer
719,Gamze Karaduman
720,Sacide Taşaner
721,Kamil Güler
722,Aditya Roy Kapur
723,Mrunal Thakur
724,Ronit Roy
725,Vedika Pinto
726,Michelle Williams
727,Hong Chau
728,Maryann Plunkett
729,John Magaro
730,André 3000
731,James Le Gros
732,Judd Hirsch
733,Todd-o-Phonic Todd
734,Lauren Lakis
735,Ariela Barer
736,Forrest Goodluck
737,Sasha Lane
738,Lukas Gage
739,Jake Weary
740,Kristine Froseth
741,Jayme Lawson
742,Marcus Scribner
743,Irene Bedard
744,Gautham Karthik
745,Revathy Sharma
746,Pugazh
747,TSR
748,Jason Isbell
749,Amanda Shires
750,Ravi Teja
751,Anu Emmanuel
752,Megha Akash
753,Sushanth
754,Faria Abdullah
755,Daksha Nagarkar
756,Pujita Ponnada
757,Jayaram
758,Murali Sharma
759,McKaley Miller
760,Dermot Mulroney
761,Anne Heche
762,Wil Deusner
763,Brice Anthony Heller
764,Morgana Van Peebles
765,Keyara Milliner
766,Jayson Warner Smith
767,Jordan Blair Mangold Brown
768,Aoi Ito
769,Katsuya Tokuma
770,Aya Asahina
771,Mitsuo Masuda
772,Ai Tominaga
773,Katsunori Takahashi
774,Kazuki Kitamura
775,Mari Natsuki
776,Aoi Koga
777,Akira Sekine
778,You Taichi
779,Akari Kageyama
780,Nozomi Furuki
781,Takayuki Sugo
782,Hiroyuki Honda
783,Takumi Yamazaki
784,Joey Herman
785,Ridley Knight
786,Tayler Beth Anderson
787,Jake Jeffers
788,Emma Grey
789,Kjersti Strandness
790,Mark Ferrando
791,Alex Kravitz
792,Jeff Santos
793,Himself
794,Joanne Perica
795,Natalie Buljac
796,Jimmy Barbarise
797,Brewer Daniels
798,Oscar Bustillo
799,Domenica Marchese
800,Keon Rashad Gaynor
801,Shawn Mailloux Adler
802,Vaibhav Tatwawadi
803,Hruta Durgule
804,Milind Shinde
805,Ramesh Pardeshi
806,Sukant Rath
807,Partha Sarathi Ray
808,Ananya Mishra
809,Choudhary Jayprakash Das
810,B M Baisali
811,Pranab Prasanna Rath
812,Chandan Biswal
813,Manisha Manjari Mishra
814,Kailash Panigrahi
815,Gisele Moreira
816,Melissa Dixon
817,Ivana Širić
818,Ewelina Woźniak
819,Mickaël Lebout
820,Laureano Staropoli
821,Luthando Biko
822,Samir Faiddine
823,Dhileepan Pugazhendi
824,Deepthi Manne
825,Vijay sanjith
826,Pierre Verville
827,Jean-Moïse Martin
828,Édith Cochrane
829,Jade Charbonneau
830,Matai Stevens
831,Derrick Frenette
832,Jacob Whiteduck-Lavoie
833,Lana Cooper
834,Alex Czerwinski
835,Sven Henninges
836,Tim-Fabian Hoffmann
837,Julia Malik
838,Franziska Ponitz
839,Daniel Roth
840,Robert Stadlober
841,Thomas Thieme
842,Abhiram Daggubati
843,Geethika Tiwary
844,Sadha
845,Kamal Kamaraju
846,Rajat Bedi
847,Ravi Kale
848,Manoj Singh Tiger
849,Kalpalatha
850,Devi Prasad
851,Nia Beane
852,Aaron Cohen
853,Josh Mandel
854,Yūki Fujimoto
855,Yoshihiro Nakamura
856,Mete Akalın
857,Cevat Çapan
858,Atilla Dorsay
859,Burçak Evren
860,Mustafa Göçmen
861,Onat Kutlar
862,Seza Kutlar Aksoy
863,Filiz Kutlar
864,Mazlum Kutlar
865,Gaurav Chakrabarty
866,Kamaleswar Mukherjee
867,Rahul Banerjee
868,Gourab Chatterjee
869,Kan Singh Sodha
870,Ishaan Mazumdar
871,Anindya Chatterjee
872,Ashim Roy Chowdhury
873,Rafiath Rashid Mithila
874,Görkem Kasal
875,Münircan Cindoruk
876,Ali Seçkiner Alıcı
877,Feridun Koç
878,Tarhan Karagöz
879,Muttalip Müjdeci
880,Sencar Sağdıç
881,Sezin Bozacı
882,Kadir Doğulu
883,Sinan Albayrak
884,Dilek Serbest
885,Bülent Çolak
886,İpek Filiz Yazıcı
887,Eva Dedova
888,Zeliha Çetinkaya
889,Beyti Engin
890,Gürhan Elmalıoğlu
891,Tristan Noller
892,Ella Kempker
893,Rafe Donnenwerth
894,Renae Richmond
895,Luke Parrett
896,Benedict Cezair-Thompson
897,Latasha Thompson
898,Abel Ortega
899,María Isabel Reyes
900,Nicolas Anderson
901,Anderson Matthew
902,Akil Santhosh
903,Lavanya
904,Arumugam Bala
905,Subramanian Mathavan
906,Håkan Hellström
907,Stefan Sporsén
908,Finn Björnulfson
909,Mattias Hellberg
910,Labbe Grimelund
911,Nils Berg
912,Oscar Wallblom
913,Simon Ljungman
914,LaGaylia Frazier
915,Minh Tu Le
916,Nguyễn Phan Thái Vũ
917,Hải Dương
918,Huong Thu Chan
919,Đức Minh Hoàng
920,Sơn Khủng Long
921,Russell Crowe
922,Daniel Zovatto
923,Alex Essoe
924,Franco Nero
925,Laurel Marsden
926,Cornell John
927,River Hawkins
928,Pablo Raybould
929,Dennis Quaid
930,Heather Graham
931,Jesse Metcalfe
932,Abbey Rhyne
933,Jessi Case
934,Brett Rice
935,Rocky Myers
936,Selena Anduze
937,E. Roger Mitchell
938,Guillermo Francella
939,Pablo Rago
940,Andrea Frigerio
941,Carlos Portaluppi
942,Alberto Ajaka
943,Guillermo Arengo
944,Mónica Villa
945,Sandra Drzymalska
946,Isabelle Huppert
947,Lorenzo Zurzolo
948,Mateusz Kościukiewicz
949,Tomasz Organek
950,Lolita Chammah
951,Agata Sasinowska
952,Anna Rokita
953,Michał Przybysławski
954,Nataliia Denysenko
955,Artem Pyvovarov
956,Nazar Zadniprovskyi
957,Oleh Skripka
958,Who Sits in the Rock (voice)
959,Kylina (voice)
960,Frol (voice)
961,Uncle Leo (voice)
962,The Healer (voice)
963,Ondina (voice)
964,Lillo Petrolo
965,Carolina Crescentini
966,Riccardo Antonaci
967,Ludovica Nasti
968,Yoon C. Joyce
969,Ismaelchrist Carlotti
970,Mario Luciani
971,Giorgio Colangeli
972,Diane Sawyer
973,Jeremy Renner
974,Nittha Jirayungyurn
975,Sukollawat Kanarot
976,Penpak Sirikul
977,Thanyaphat Mayuraleela
978,Namfon Pakdee
979,Suphithak Chatsuriyawong
980,Natniphaporm Ingamornrat
981,Pawarisa Surathin
982,Christian Howard
983,Jenna Michno
984,Elizabeth D'Onofrio
985,Madison Paige
986,Ricardo Burgos
987,Shane Costa
988,Tom Copeland
989,Renata Bresciani
990,Edward Kemper
991,Shane Nigam
992,Shine Tom Chacko
993,Siddique
994,Maniyanpilla Raju
995,Gayathrie Shankar
996,Lal Jr.
997,V. T. Vijilesh
998,Hannah Reji Koshy
999,Sandhya Shetty
1000,Greta Gasbarri
1001,Edoardo Leo
1002,Milena Mancini
1003,Riccardo Mandolini
1004,Alessia Manicastri
1005,Vinicio Marchioni
1006,Giorgia Faraoni
1007,Olaf Schubert
1008,Christian Lorenz
1009,Oka Antara
1010,Aurélie Moeremans
1011,Unique Priscilla
1012,Arswendi Nasution
1013,Fergie Brittany
1014,Johan Yanuar
1015,Angel Pieters
1016,Niniek Arum
1017,Troosti Wartanti
1018,Padung Songsang
1019,Kunatip Pinpradub
1020,Nachat Juntapun
1021,Kanticha Chumma
1022,Rada Dusayarin
1023,Dom Petchthamrongchai
1024,Apiwich Reardon
1025,Thawat Pornrattanaprasert
1026,Ruengyos Srisorodsakul
1027,Mark Lee
1028,Sheila Sim
1029,Shane Mardjuki
1030,Patricia Lin
1031,Pramote Pathan
1032,Pongkool Suebsung
1033,Sananthachat Thanapatpisal
1034,Carissa Springett
1035,Oh Sung-hyun
1036,Seo Ji-hee
1037,Billy Howle
1038,Mirren Mack
1039,Niamh Cusack
1040,Raymond Thiry
1041,Michele Riondino
1042,Emma Bading
1043,Aus Greidanus
1044,Denira Wiraguna
1045,Ferly Putra
1046,Fiedra Azalia
1047,Raden Rahayu
1048,Keiko Ananta
1049,Grace Keitlin Leo
1050,Yus Sukirno
1051,Udin Batui
1052,Nenek Aci
1053,Emil Kusumo
1054,Emma Warokka
1055,Muhamad Nurul Huda
1056,Keira Shabira
1057,Hana Hanifah
1058,Abey Ghifran
1059,Fajar Gomez
1060,Piet Pagau
1061,Tomy Babap
1062,Mike Müller
1063,Suly Röthlisberger
1064,Barbara Terpoorten
1065,Reto Stalder
1066,Samuel Streiff
1067,Martin Ostermeier
1068,Johanna Bantzer
1069,Dimitri Stapfer
1070,Mona Petri
1071,Dávid Csányi
1072,Elek Ferenc
1073,András Sütö
1074,Franciska Farkas
1075,Varga Ádám
1076,Alexis Latham
1077,Benett Vilmányi
1078,Andrew Hefler
1079,Wieland Speck
1080,Tawfeek Barhom
1081,Fares Fares
1082,Mohammad Bakri
1083,Makram J. Khoury
1084,Mehdi Dehbi
1085,Younes Medhat
1086,Yunus Albayrak
1087,Sherwan Haji
1088,Amr Mosad
1089,Juliet Doherty
1090,Lauren Esposito
1091,Joel Burke
1092,Carolyn Bock
1093,Primrose Kern
1094,Mietta White
1095,Ashleigh Rose
1096,Nicholas Andrianakos
1097,Laura New
1098,Vladimir Yaglych
1099,Ирина Кобзева
1100,Stanislav Bondarenko
1101,Оксана Лесная
1102,Irina Bezryadnova
1103,Anna Slyusareva
1104,Maksim Shchyogolev
1105,Sofya Shidlovskaya
1106,Natalya Pavlenkova
1107,Grigory Vernik
1108,Anastasiya Venkova
1109,Vladimir Mayzinger
1110,Ekaterina Steblina
1111,Alina Yukhnevich
1112,Gavin Ward
1113,Greyson Ward
1114,Sawyer Ward
1115,Blane Craig
1116,Levi Wight
1117,Ingrid Hrubaničová
1118,Vladimír Zboroň
1119,Jaroslava Sisáková
1120,Daniela Gudabová
1121,Tatiana Marta Rehúšová
1122,Ľudmila Lukačíková
1123,Petr Kalmus
1124,Peter Bálik
1125,Róbert Zipser
1126,Ekaterina Guseva
1127,Valentina Lyapina
1128,Stanislav Duzhnikov
1129,Andrey Nesterenko
1130,Igor Jijikine
1131,Антон Лаврентьев
1132,Aleksey Chumakov
1133,Sergey Dyakov
1134,Renji Panicker
1135,Shanthi Krishna
1136,Rahul Madhav
1137,Jayaraj Warrier
1138,Mareena Michael
1139,Savathiri Sreedharan
1140,Kirill Käro
1141,Pavel Chernyshev
1142,Angelina Strechina
1143,Anastasiya Todorescu
1144,Irina Voronova
1145,Soslan Fidarov
1146,Ulyana Pilipenko
1147,Dima Markov
1148,Remya Nambeesan
1149,Zarin Shihab
1150,Ashwathy B
1151,Anarkali Marikar
1152,Krisha Kurup
1153,Raina Radhakrishnan
1154,Harish Uthaman
1155,Sajin Cherukayil
1156,Gibin Gopinath
1157,Matt Cook
1158,Caroline Rhea
1159,Shannon Dang
1160,Sam Pancake
1161,Sara Lindsey
1162,Antonio Marziale
1163,Julie Craig
1164,Devere Rogers
1165,Dominique Toney
1166,Keegan McLean deWitt
1167,Fabiola De Vivero
1168,Andrea Poirier
1169,Ralph Perl
1170,Marshall M
1171,Trey M
1172,Jeff Strip
1173,Kelly
1174,Trevor
1175,Flake M
1176,Marsh M
1177,Franklin Guinea Pig
1178,Anya Taylor-Joy
1179,Charlie Day
1180,Jack Black
1181,Keegan-Michael Key
1182,Fred Armisen
1183,Kevin Michael Richardson
1184,Sebastian Maniscalco
1185,Jason Bateman
1186,Marlon Wayans
1187,Chris Messina
1188,Chris Tucker
1189,Viola Davis
1190,Julius Tennon
1191,Damian Young
1192,Pope Francis
1193,François Civil
1194,Eva Green
1195,Vincent Cassel
1196,Romain Duris
1197,Pio Marmaï
1198,Louis Garrel
1199,Vicky Krieps
1200,Jacob Fortune-Lloyd
1201,Lewis Capaldi
1202,Elena Irureta
1203,Berto Romero
1204,José Mota
1205,Marta González de Vega
1206,Antonio Resines
1207,Santiago Segura
1208,David Guapo
1209,Martita de Graná
1210,Melania Urbina
1211,Louise Bourgoin
1212,Leïla Bekhti
1213,Karim Leklou
1214,Jean-Charles Clichet
1215,Ghislain de Fonclare
1216,Emmanuelle Schaaff
1217,Guillaume Bouttemy
1218,Ahn Jae-hong
1219,Lee Sin-young
1220,Jeong Jin-woon
1221,Kim Taek
1222,Jung Gun-joo
